"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"Aura Cacia","2833B","http://www.auracacia.com","Norway,  IA, United States",,,
"Auromere Ayurvedic Imports",3007,"http://www.auromere.com","Lodi,  CA, United States","Pure, Authentic, Effective Ayurvedic Bodycare with Neem: Toothpaste, Soap, Massage Oil, Mudbath, Lotion, Shampoo, Conditioner, Neem Balm, Neem Toothpicks and Bamboo Toothbrushes. NEW! WRINKLE SERUM and FACE WASH. Also Aromatherapy and Ayurvedic Incense of India. Cruelty-free, Vegetarian, Gluten-free Non-GMO and Earth-friendly. Free Samples available at the booth.","ayurvedic remedies, greeting cards, potpourri/candles/incense, bath products, cruelty-free personal care, dental care, hair care, skin care, soap, spa product lines","Auromere Auromere-Ayurvedic Chandrika Herbomineral Golden Bridge Flowers for the Soul Roses for the Soul Gardens for the Soul"
"Aurora Intelligent Nutrition","N1504","http://www.aurorainutrition.com","Estepa, Sevilla, , Spain","Aurora Intelligent Nutrition, Spanish manufacturer of Sports Nutrition, Dietetics and Natural products in several formats such as Bars, Gels, Powders and Gummies. Our products are already distributed in more than 20 countries in Europe, Latin America and Asia, with 500 references in the market. We are specialists in Private Label for our customers, with custom-made developments thanks to an advanced R� Department, and great flexibility in terms of MOQs.","functional food, organic processed/packaged foods, snack bars, gluten/wheat/yeast-free products, private labeling/contract manufacturing, diet products, energy bars, food supplements, organic energy bars, sports and fitness products","Loading; My Best Food; Acti Bran; Just Protein;"
"Avafina Organics",2205,"http://www.avafinaorganics.com","Burnaby,  BC, Canada","Our inspiration for Avafina Organics was simple: we wanted people to be able to eat real, wholesome, nutritious organic foods, but most importantly, we wanted everyone to be able to afford it. We are committed to feeding the world organic, whole superfoods that are:  Raw  Vegan  Gluten-free  Kosher We are passionate about organic unprocessed nutrition, because what we put in our bodies matters. It is time to go back to nature, the choice is yours to make.","kosher/parve products, organic processed/packaged foods, packaged grains/cereals, packaged nuts/seeds, gluten/wheat/yeast-free products, culinary herbs, organic raw ingredients","At Avafina Organics we are inspired by Mother Nature. We have selected some of the best Superfoods from around the world and brought it to your table. Our seeds and spices include quinoa, hemp, chia, coriander, cayenne pepper, turmeric, among others."
"Avitae Caffeine  Water",5385,"http://www.goavitae.com/","Cleveland,  OH, United States",,"bottled waters, functional beverages, sports and fitness products","Avitae 45mg Unflavored Avitae 90mg Unflavored Avitae 125mg Unflavored Avitae 90mg Tangerine Flavored Avitae 90mg Pomegranate Acai Flavored Aviate 90mg Blackberry Flavored Avitae 90mg Strawberry Guava Flavored"
"Awesome Freeze Dry",8911,"http://www.freezedry.biz","Ferndale,  WA, United States","Our focus is to provide locally grown, high-quality, freeze dry berry and vegetable snacks for the informed health conscious consumer. Our leadership has 20 years of experience in farming and food processing. We've applied our advanced freeze dry technology to produce natural, wholesome, and nutritional foods. With our advanced freeze dry technology we preserve food's natural nutrition and flavor without additives, then deliver them to you, from the farm to your table.","bulk dried fruit/vegetables, packaged dried fruit/vegetables, snacks",
"ax water",9108,"www.drinkaxwater.com","Fargo,  ND, United States",,,
"Aztlan Foods","N1807","http://www.uniquebiotechusa.com","Miami,  FL, United States","UNIQUE BIOTECH is a Biotechnology company dedicated to the research, development, manufacture and distribution of shelf-stable probiotics for the pharmaceutical, nutraceutical, and food industries. Our commitment is to offer constant innovation and new delivery systems to add probiotics in supplements, foods, and drinks. MISSION: Research, develop, and commercialize innovative shelf-stable probiotic formulations to improve human health at a competitive costs. VISION: Be the pioneers in the development of shelf-stable probiotics in innovating form OUR SERVICES: - R&D Support - Product Development - Contract Manufacturing - Customized blends in bulk * Our facilities meet American, European, Canadian and Australian quality standards and controls. * We have developed clinical studies, safety studies, and characterizations for all of our strains. This has granted us with US FDA GRAS status in our ingredients *We meet all of the highest standards in the probiotic industry. We are considered a world class production facility and supplier of probiotics granting us access to be used in supplements and food applications in all of the major markets around the world","pet medicine/supplements, specialty: probiotic organisms, immune support, digestive aids, digestive health, enzyme products","Unique - IS2(r)"
"B & G Foods",905,"http://www.bgfoods.com","Parsippany,  NJ, United States","Over the years B&G Foods Inc. has built a snack portfolio that includes  Pirate's Booty, New York Style, Rickland Orchards, and True North brands. Our products include crunchy corn and rice snacks, panetini, pita, sweetened nut clusters, and greek yogurt coated bites.","allergy-free grocery products, chips, crackers/chips, full line grocery, kosher/parve products, snack bars, snacks, specialty/gourmet products, gluten/wheat/yeast-free products","Pirate's Booty/Smart Puffs/Tings/Treasures New York Style Snacks Old London True North Devonsheer"
"B.O.S.S. Food Company",9408,"https://bossfoodco.com","Houston,  TX, United States","B.O.S.S. Bars are premium raw SUPERFOOD bars that let you Nourish When You Need It(tm). MOVE, THINK, SMILE, RESTORE and DAZZLE with our line of Certified Gluten-free and Certified Paleo functional bars. With only 8 ingredients per bar (all superfoods), these are clean label snacks you can feel good about. Always free from soy, wheat, gluten, dairy, peanuts, refined sugar, and anything artificial  we offer ingredients not found in any other bar. We look forward to meeting you at ExpoWest 2018!","allergy-free grocery products, dairy-free products, dietetic foods, egg-free products, fiber/energy snacks, functional food, packaged convenience foods, snack bars, vegan foods, gluten/wheat/yeast-free products","MOVE(r), THINK(r), SMILE(r), RESTORE(r) and DAZZLE(r) bars (B.O.S.S. Bars(r))"
"Baba Natural foods",8900,"http://www.babafoods.com","san diego,  CA, United States","freshley made Mediterranean dips, hummus,salads, babaghanouj, pita chips and garlic spread","chips, organic processed/packaged foods, full line organic refrigerated/frozen",
"Babo Botanicals",3015,"http://www.babobotanicals.com","Scarsdale,  NY, United States",,"gluten/wheat/yeast-free products, baby care, bath products, full line personal care, hair care, skin care, soap, children's products","Babo Botanicals"
"Baby Bum",2745,"http://TrustTheBum.com","Cocoa Beach,  FL, United States",,,
"Babyganics",2804,"http://www.babyganics.com","Westbury,  NY, United States",,"cleaning/laundry supplies, baby care, bath products, cruelty-free personal care, dental care, essential oils/fragrances, full line personal care, hair care, skin care","Babyganics"
"Back to Nature Foods Co., LLC",5182,"http://www.backtonaturefoods.com","Naples,  FL, United States","For over 50 years, Back to Nature has passionately created foods with wholesome grains, real nutrition, and delicious flavors of nature free from artificial ingredients. We give people truly flavorful, wholesome foods made with simple ingredients.","cookies, crackers/chips, food service ready, juices, packaged convenience foods, packaged grains/cereals, packaged nuts/seeds, snacks, soups, gluten/wheat/yeast-free products","Back to Nature"
"Back to the Roots",4956,"http://www.backtotheroots.com","Oakland,  CA, United States","Our Story In a college class, we learned mushrooms could grow entirely on spent coffee grounds. After watching hours of how-to videos and turning our fraternity kitchen into a big science experiment, we eventually decided to give up our corporate job offers to instead become full-time mushroom farmers. What started as curiosity about urban farming has turned into a passion to Undo Food(tm) and reconnect families back to where it comes from through fun and delicious ready to grow and ready to eat products.","organic processed/packaged foods, organic produce, packaged dried fruit/vegetables, packaged grains/cereals, packaged nuts/seeds, culinary herbs, organic gardening products, organic pet products, general food & beverage, education","Back to the Roots"
"Bacon's Heir","N1320","http://www.baconsheir.com","Chamblee,  GA, United States","Bacon's Heir is reintroducing the world to the pork rind. Pork Clouds are pork rinds that begin as pork skin with the fat melted off, are cured in salt, and then dusted with a few poignant spices to create a clean and uncluttered taste. Pork Panko is pulverized pork rinds that take the form of panko breadcrumbs.","bulk spices/seasonings, snacks","Pork Clouds and Pork Panko"
"Badger",2823,"http://www.badgerbalm.com","Gilsum,  NH, United States","Powerfully Pure Body Care for Health, Fitness & Natural Beauty. Simple formulations of pure, natural, organic ingredients, complemented by artistic packaging. From a company that cares about quality products and the people they serve.","aromatherapy, anti-aging, baby care, bath products, cruelty-free personal care, foot care, lip care, massage products, skin care, soap","Badger"
"Bags Go Green",2957,"http://www.bagsgogreen.com","Sequim,  WA, United States","At Bags Go Green, we offer you an opportunity to make a difference- to replace plastic bags with our reusable bags made from natural fiber jute, a sustainably grown plant. Our jute bags are strong, durable, tree free and will biodegrade faster and cleaner than plastic. Good looking and good for the earth, these jute bags are the natural solution to reducing plastic in our environment, using azo free dyes and GOTS certified inks. Our factories have earned ISO 9001, 14001 & SA 8000 certifications.","environmental games/products, gifts/crafts/jewelry, organic gardening products, biodegradable products, packaging, reusable bags","Bags Go Green"
"Bai Brands, LLC",5431,"http://www.drinkbai.com","Hamilton,  NJ, United States","Bai is an innovative beverage brand that brings great taste and better for you ingredients together at last. Its Bai, Bai Bubbles and Bai Supertea lines offer fresh fruit flavor and antioxidants with no artificial sweeteners and only 5 calories and 1 gram of sugar per serving. Delivering on its promise to deliver a total beverage solution, Bai also produces Bai Antioxidant Water, an antioxidant-infused, pH balanced water with electrolytes for taste. The company was founded in 2009 and was acquired by Dr Pepper Snapple Group in January 2017. For more information, visit www.drinkbai.com.","functional beverages, antioxidant formulas","Bai brands"
"Bake'n Joy Foods, Inc.",9602,"http://www.bakenjoy.com","North Andover,  MA, United States",,"baked goods/breads, cookies, refrigerated/frozen snacks/confection/dessert",
"Bakeology","N1317","http://www.bakeology.co","Malibu,  CA, United States","Our mission is simple: to make cravable treats using pure ingredients. Our passion is to continue creating an indulgent cookie experience whilst using sustainable ingredients, having environmental integrity, and producing outstanding flavor. Our Cookie Bites were created to satisfy sweet tooth cravings everywhere. These bite-sized snacks are made with ingredients that won't weigh you down but instead, lift you up! Don't be surprised when you feel a natural energy buzz after eating a couple of cookies.","allergy-free grocery products, baked goods/breads, confections/desserts, cookies, dairy-free products, egg-free products, snacks, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products","Bakeology"
"Bakerly","N1529","http://www.bakerly.com","Miami,  FL, United States","As the happy creator of the #1 snack in France, we invite you to experience authentic, fresh-baked goodness. Our lines of rolled filled crepes, mini brioches, chocolate croissant, ''petit sponge cake'' are unique and combine great taste with all natural ingredients, and fit todays active consumer lifestyle. bakerly Philosophy: 'Simple Ingredients, Honest Origins.' bakerly Mission: To make our French inspired pastry and Viennoiserie snacks an American favorite","baked goods/breads, cookies, snacks","To make our French inspired pastry snacks an everyday American favorite by offering a great tasting & healthy option to compliment today's active and on-the-go lifestyle."
"Bakery on Main",1706,"http://www.bakeryonmain.com","East Hartford,  CT, United States","Founded in 2003 by Michael Smulders, Bakery On Main is a trusted natural foods brand creating premium, gluten-free products with a clean ingredient list. State-of-the-art quality controls and in-house gluten-free testing co nducted on every made-to-order product batch. Bakery on Main is SQF3 Food Safety Certified and third party Certified Gluten Free (GFCO) and NON-GMO Project Verified. Products include; Granola, 4.4.8 Granola Bars, Instant Oatmeal, Hot Cereal and snacks. For more information, visit BakeryOnMain.com","allergy-free grocery products, dairy-free products, fiber/energy snacks, kosher/parve products, packaged convenience foods, packaged grains/cereals, snack bars, snacks, specialty/gourmet products, gluten/wheat/yeast-free products","Bakery On Main"
"Balance Water","N701","http://www.balancewater.com","West Orange,  NJ, United States","Balance(r) is a unique wellness beverage combining the finest locally sourced spring water with Australian flower essences. The flower essences add no flavor. Balance(r) contains no calories, artificial additives or preservatives. Locally produced in the US.","bottled waters, functional beverages, flower essences/remedies","Balance(r) : Balance for the Mind ~ Balance for Women ~ Balance for Traveling ~ Balance for Children"
"Balanced Guru",3054,"http://www.balancedguru.com","Boca Raton,  FL, United States",,"aromatherapy, anti-aging, cosmetics/beauty aids, cruelty-free personal care, essential oils/fragrances, full line personal care, massage products, skin care, spa product lines","Balanced Guru"
"Bambo Nature",2881,"http://www.bambonatureusa.com","Culver City,  CA, United States",,"baby care, bath products, skin care, children's products","Bambo Nature"
"Bambu","N218","http://www.bambuhome.com","Portland,  OR, United States","bambu(r) design and produce high-quality natural products for the home and outdoors. Created from renewable, reclaimed and organic materials and made using ethical business practices. For 15 years our goal has remained unchanged. To reduce our use of plastic by providing people with safe, non-toxic alternatives made from nature. The quality of 'handmadeness' is central to everything we do. Our business is built out of respect for the natural environment.","full line of non-foods, gifts/crafts/jewelry, home furnishings, housewares, kitchen/bath accessories, organic textiles/yarns/fibers, children's products","bambu(r) All Occasion Veneerware(r) bambu KIDS 'Give It a Rest' Organic Bamboo Utensils"
"Banana Joe Inc.","N1828","http://www.bananajoechips.com","Bangkok, , Thailand","We make the finest banana chips in the world. Come taste to believe, do not take our word for it. We only make banana chips, because that is all we know, and what we are great at.","chips, crackers/chips, dairy-free products, egg-free products, snacks, vegan foods, gluten/wheat/yeast-free products, halal","Banana Joe"
"Bantam Bagels LLC","N1237","WWW.BANTAMBAGELS.COM","New York,  NY, United States",,,
"Banza",5272,"http://www.eatbanza.com/","Detroit,  MI, United States","Banza is the first pasta made from chickpeas. With 2x the protein, 4x the fiber, and nearly half the net carbs of traditional pasta, Banza is a delicious, healthy reinvention of a beloved comfort food. We believe an improved diet has the power to lead to an improved livelihood, and we're starting with pasta. Banza is a 2014 NEXTY Award winner, and TIME Magazine Top 25 Invention of 2015.","functional food, packaged pasta, vegan foods, gluten/wheat/yeast-free products, trans fat free","Banza"
"Baobab Foods","N1604","http://www.baobabfoods.com","Bellevue,  WA, United States","Baobab Foods is the leading supplier and manufacturer of baobab superfood products, including Baobest(tm) branded products and industrial ingredients like baobab fruit powder , Baobites(tm) Superfruit Snacks and moringa leaf powder , with applications in the cereal, nutrition bar, supplement, trail mix, beverage categories and more. We work from source in Southern Africa , committed to socially-responsible and sustainable harvesting of baobab, creating real economic opportunities in the communities we work with.","organic bulk foods, organic bulk ingredients, functional food, botanical: fruit & vegetable, branded ingredients, organic raw ingredients, antioxidant formulas, digestive health, food supplements, nutritional supplements","BaoBest(tm) Baobab Fruit Powder and Baobites(tm) Superfruit Snacks"
"Bare Republic",2461,"https://www.barerepublicnaturals.com/","Carlsbad,  CA, United States","Let the power of nature protect with Bare Republic for the active eco-conscious customer. This cruelty-free, collection blends Zinc Oxide and Titanium Dioxide with plant derived antioxidants to nourish and protect you and your family from harmful UVA and UVB rays. Wear with confidence knowing that you are applying the latest in sunscreen technology: broad-spectrum UVA/UVB protection free of active chemical sunscreens, water-resistant formulas, no parabens, no retinyl-palmitate, no worries!","anti-aging, baby care, cosmetics/beauty aids, cruelty-free personal care, eye care, hair care, lip care, skin care, children's products","Bare Republic"
"Bare Snacks",362,"http://www.baresnacks.com","San Francisco,  CA, United States","Bare Snacks, the creator of Snacks Gone Simple, offers a variety of baked crunchy fruit snacks including bare apple chips, coconut chips, banana chips, and launching this year, chia coconut bites. All bare snacks start with real fruit that is sliced and baked, with no added oil or preservatives; they are also Non-GMO Project Verified, gluten free, and a good source of dietary fiber. Headquartered in San Francisco, CA, bare is a Certified B Corporation and has been carbon neutral since 2012.","chips, crackers/chips, fiber/energy snacks, kosher/parve products, organic processed/packaged foods, packaged dried fruit/vegetables, snacks, gluten/wheat/yeast-free products","bare apple chips (3 flavors, also in organic), bare coconut chips (4 flavors), bare banana chips (3 flavors), bare organic coconut chips (Toasted, Coffee Bean, Sweet Ginger), and new bare chia coconut bites."
"Barely Bread","N148","www.barelybread.com","New York,  NY, United States",,,
"Bari Olive Oil Co.",5659,"http://www.barioliveoil.com","Dinuba,  CA, United States","Bari Olive Oil Company is a leader in organic olive oil production here in the US. Our complete line of locally-grown certified organic olive oil, infused olive oil, and vinegar make a suitable addition to your product offering. Think Local, Think Bari.","bulk oil, organic bulk foods, organic bulk ingredients, allergy-free grocery products, food service ready, full line organic grocery, packaged oils","Bari Olive Oil"
"Barilla America",5425,"http://www.wasa-usa.com","Northbrook,  IL, United States","Snack Smart with the naturally wholesome, crunchy, and delicious Wasa Crispbread. Since 1919, we've been baking crispbread the same way - with the best natural ingredients, letting whole grains provide the flavor. Come discover how Wasa can make healthy snacking easy! Wasa - Surprisingly Satisfying!","baked goods/breads, cookies, crackers/chips, packaged pasta, specialty/gourmet products","Wasa, Mulino Bianco, Academia Barilla Pasta, Barilla"
"Barlean's",3717,"http://www.barleans.com","Ferndale,  WA, United States","#1 SELLING OMEGA-3 IN THE INDUSTRY YEAR AFTER YEAR! OMEGA SWIRL tastes like dessert Multi-award winner. FLAX OILS World's freshest, 100% organic. FISH OILS- New IFOS certified: Ideal Omega 3, Wild & Whole Alaskan Salmon Oil, Krill Oil. Many products NON-GMO Verified! *STOP BY OUR BOOTH & TRY OUR NEW PRODUCTS* Butter flavored coconut oil, Probiotic Gummies, Flax Gummies, Digestive Seed Blend, Reformulated Chocolate Silk Greens. 15% SHOW DISCOUNT-ENTIRE LINE Look forward to seeing you at our booth!","bulk oil, organic bulk ingredients, encapsulators, manufacturing equipment, kosher/parve products, immune system, pet medicine/supplements, essential fatty acids, green food supplements, joint health","BARLEAN'S BRAND: Flax Oils Fresh Catch Fish Oils Omega Swirls Probiotic &Flax Gummies Greens Forti-Flax Flax Chia Coconut Olive Leaf Ideal Omega 3 Organic Coconut Oil Butter Flav Coconut Oil Essential Woman Omega Man Brevail"
"Barnana",4965,"http://www.barnana.com","Santa Monica,  CA, United States","Barnana has been purveying the use of the famed yellow fruits' naturally occurring nutritional content to develop a brand synonymous with banana-based snacks. Barnana is on a mission to eliminate food waste on organic banana farms by upcycling 'imperfect' organic bananas that used to be wasted at these farms and turn them into Barnana instead of letting them go to waste.","cocoa, dairy-free products, full line organic grocery, kosher/parve products, organic processed/packaged foods, packaged convenience foods, packaged dried fruit/vegetables, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products","<img src='http://i50.tinypic.com/2q87qx0.jpg'> <br> <img src='http://i45.tinypic.com/2gtriv9.jpg'>"
"Barney & Co. California",354,"http://www.barneybutter.com","Fresno,  CA, United States",,"allergy-free grocery products, dietetic foods, food service ready, kosher/parve products, nut butters, snacks, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free","Barney Butter"
"Barsotti Family Juice Company, Inc.","N1617","http://www.barsottijuice.com","Camino,  CA, United States","Barsotti Family Juice Company has been family owned and operated since 1976. All juices are handcrafted daily in small batches at our solar-powered cider mill in Northern California. Our team is committed to pressing only the best fruits and vegetables to create a variety of juices, ciders and lemonades. All items are flash pasteurized - no artificial colors, flavors or preservatives - ever. We currently offer eight year-round and two seasonal items. Private label opportunities are available.","allergy-free grocery products, dairy-free products, juices, organic beverages/juices, specialty/gourmet products, tea, vegan foods, gluten/wheat/yeast-free products, full line refrigerated/frozen, private labeling/contract manufacturing","Barsotti"
"Base Culture",9311,"http://www.baseculture.com","Clearwater,  FL, United States","Base Culture is an all natural, gluten free, paleo baked goods and snacks company.","allergy-free grocery products, confections/desserts, dairy-free products, fiber/energy snacks, kosher/parve products, nut butters, packaged nuts/seeds, snacks, vegan foods, gluten/wheat/yeast-free products",
"Basic Research",3879,"http://www.basicresearch.org","Salt Lake,  UT, United States","Basic Research(r) has gained its reputation due to one thing: we make money for our retailers. We combine innovative products backed by solid research with aggressive marketing and merchandising that drives customers to your stores. In the coming year we are spending MULTIPLE MILLIONS in advertising and promotion across all media and in all formats. This multimillion-dollar advertising campaign will help drive customers to your store in search of our products.","weight loss, diet products, digestive health, nutritional supplements, sports and fitness products, anti-aging","Body Lab, Zantrex-3, Relacore, Novex Biotech, Jillian Michaels, HCG Solution, Estrin-D, Bremenn, Leptopril"
"Bass Brushes",2616,"http://www.BassBrushes.com","Chatworth,  CA, United States","Finest Quality Hair, Body, and Skin Care Products and Accessories.","bath products, cosmetics/beauty aids, cruelty-free personal care, exclusive lines, foot care, hair care, nail care, skin care, non-food pet products","Bass, R.S. Stein"
"Bathtime Baby & Bathtime Kids",2772,"http://www.bathtimekids.com","Scottsdale,  AZ, United States","Bathtime Baby & Kids is a natural mommy inspired, physician formulated line of safer skin care, hair care and sun care line. Our products are paraben-free, propylene glycol-free, hypoallergenic and phthalate and petroleum-distillates-free. The mommy behind the line desired safe and gentle products, formulated with organic plant and fruit extracts, along with skin nourishing vitamins and antioxidants to protect and care for baby's delicate skin, knowing it is more sensitive and absorptive. Bathtime's mission is to raise awareness of environmental toxins and health risks in personal care products, and to create one's parents can love and trust. We are committed to providing non-irritating and non-toxic products, because we are not making them for everyone, but for our own family. We believe that bath time should be an enjoyable and bonding experience. Using safe products brings peace of mind and security. We hope you enjoy!","baby care, bath products, full line personal care, hair care, skin care, soap, spa product lines, children's products",
"Bauducco Foods Inc","N301","www.bauducco.com","Miami,  FL, United States",,,
"BCGA Concept Corp",494,"http://www.bcga.com","Brooklyn,  NY, United States","BCGA Concept Corp. is a Brooklyn-based manufacturer, bringing you world-class beverages. Our current portfolio includes Brooklyn Crafted and Bruce Cost Ginger Ale, offering consumers a wide variety of ginger-based, craft beverages enjoyed perfectly on their own or mixed in cocktails.","functional beverages, kosher/parve products, soft drinks, specialty/gourmet products, vegan foods","Bruce Cost Ginger Ale, Brooklyn Crafted Ginger Beer"
"Be Home","N838","http://www.be-home.com","San Pablo,  CA, United States","Be Home is headquartered in Northern California. Our mission is to provide the market with handmade, responsibly-produced products, with a very natural and simple aesthetic. We also produce a wide range of custom programs, and can tailor our existing products to specification, or design new product from scratch. Additionally, we offer product design and development services with logo and branding opportunities. Our products partner very well with most types of specialty food items.","full line of non-foods, gifts/crafts/jewelry, home furnishings, housewares, kitchen/bath accessories, organic textiles/yarns/fibers, reusable bags, private labeling/contract manufacturing","Be Home"
"Beanfields Snacks",5140,"http://www.beanfieldssnacks.com","Los Angeles,  CA, United States","We believe great tasting snacks should also be good for you, good for our families, good for our farmers and good for the planet. We take wholesome and nutritious beans and blend them with long grain rice to create delicious snacks that are loaded with fiber and protein. One taste and you will rejoice knowing you have found a delicious alternative to the empty calorie snacks that fill the snack aisle. Beanfields Snacks are farmed and made in the USA.","allergy-free grocery products, chips, crackers/chips, dairy-free products, egg-free products, salt-free products, snacks, vegan foods, gluten/wheat/yeast-free products, trans fat free","Beanfields Snacks"
"Beanito's",5440,"http://www.beanitos.com","Austin,  TX, United States","Beanitos is the biggest breakthrough in beans since...EVER! In a world of unhealthy snacks, there are chips made of corn, potato and other stuff...then there are Beanitos. We turned our favorite superfood, BEANS, into a delicious finger food with infinite snacking possibilities. Every Beanitos snack is a lean bean PROTEIN machine, packed with rich, delicious flavor and amazing wholesome goodies like FIBER and antioxidants. Beans are Better(tm).","allergy-free grocery products, chips, snacks, specialty/gourmet products, gluten/wheat/yeast-free products","Beanitos BAKED Items: Skinny Dippers Black & White Bean Chips Mac n' Cheese Crunch Beanitos also welcomes two new flavors to our traditional chip line: Garden Fresh Salsa And Sweet Chili & Sour Cream"
"Beans from Spain by Luengo","N1505","http://www.legumbresluengo.com","Riego de la Vega (Leon),  Castilla y Leon, Spain",,,
"Beaumont Products, Inc/Citrus Magic",2651,"http://www.beaumontproducts.com","Kennesaw,  GA, United States","Founded in 1991 and located in Kennesaw, Ga., Beaumont Products is a leading manufacturer of premium, eco-friendly consumer products designed for air care, general cleaning and personal care. Promoting 'Made in the USA,' Beaumont Products manufactures products for 8 separate brands sold nationwide and abroad.","cleaning/laundry supplies, produce cleaners, bath products, soap, non-food pet products, institutional cleaning supplies","Citrus Magic, Clearly Natural, Clearly Natural Essentials, Farmers' Market, Veggie Wash"
"Beaverton Foods",5115,"http://www.beavertonfoods.com","Hillsboro,  OR, United States",,"condiments, food service ready, full line grocery, organic processed/packaged foods, specialty/gourmet products, gluten/wheat/yeast-free products","Beaver, Inglehoffer, Napa Valley, Tulelake, Charlie's Salsa and Pacific Farms"
"Because Cookie Dough",7823,"http://www.becausecookiedough.com","Aliso Viejo,  CA, United States","We make cookie dough that is gluten-free, vegan, and sweetened with just dates and organic coconut sugar. We also make single-serving brownie batter cups that can be eaten raw or microwaved for a fresh brownie. Our products offer nutritious ingredients, (healthy) indulgence, and convenience. They are made without fillers or excessive sugar common to gluten-free foods. They have less sugar than many bars and have 12-16% DV fiber due to whole grain ingredients such as sorghum, millet, & flaxseed.","allergy-free grocery products, confections/desserts, cookies, dairy-free products, egg-free products, fiber/energy snacks, food service ready, packaged convenience foods, vegan foods, gluten/wheat/yeast-free products","Because Cookie Dough"
"Bedemco, Inc.","N2229","http://www.Bedemco.com","White Plains,  NY, United States","Bedemco supplies industrial food manufacturers, bakeries, snack packers, bulk ingredient distributors, and commercial food service chains. Our exclusive U.S. based processing plant, Hudson Valley Farms provides innovative solutions to help food manufacturers to meet the consumer demand of healthy & delicious eating. We are proud to be USDA Certified Organic, Certified Organic & Kosher, SQF Level 2 Certified, C-TPAT Certified, A Naturally Gluten-Free Facility","bulk cereals, bulk dried fruit/vegetables, bulk nuts/seeds, organic bulk ingredients, baked goods/breads, confections/desserts, cookies, crackers/chips, nut butters, snack bars",
"Bee Bella, LLC","N1434","http://www.beebella.buzz","Oshkosh,  WI, United States","By thoughtfully sourcing our ingredients & donating to honey bee research, our products benefit honey bees, poverty, animal rights, the ecosystem, and US manufacturing. Bee Bella transforms ingredients sourced from honey bee hives into a premium Fair Trade/Leaping Bunny Cruelty Free Certified skin care line and one-of-a-kind gift worthy honey jars. All Bee Bella products are packaged in our signature laser engraved bamboo containers.","syrup/honey, cosmetics/beauty aids, cruelty-free personal care, exclusive lines, lip care, skin care, spa product lines","Bee Bella's Lip Balm, Bee Bella's Tinted Lip Balm, Bee Bella's Pure Raw Honey"
"Bee Harmony Honey","N612","http://www.beesponsible.com","Hillsboro,  KS, United States","We love bees and all they do for us. They pollinate nearly 1/3 of our food. They bring sweetness to our lives. But bees face serious threats and need our help. Beesponsible is a promise to embrace the deep connection we share and take personal responsibility to pitch in. We advocate for bee-friendly practices among beekeepers, gardeners and everyday people. With our collective Beesponsible efforts, we can make real change and create a healthier environment for bees and humans.","syrup/honey","Bee Harmony Honey is a premium raw honey with natural pollen and enzymes. We make it the way nature intended, with well-loved, well-tended bees drawing nectar from wildflowers across superior forage lands. It's The Beesponsible Honey."
"Beebrands, Inc",7300,"http://Beebrands.co","Atlanta,  GA, United States","Our company was founded in 2000 to serve the North American flavour and fragrance industries. As natural ingredients continued to gain market share in the food sector, our company identified opportunities to supply other food ingredients derived from natural sources. We partnered with honey producers to offer beepure honey: a healthier sweetener than sugar cane. As part of our growth strategy we are introducing beepure natural honey and honey-derived products from Mexico. Off. USA is in Atlanta.","bulk honey/syrup, condiments, confections/desserts, ethnic, specialty/gourmet products, sweeteners, syrup/honey, gluten/wheat/yeast-free products, bee products","Beebrands, Inc covers a line of Gourmet Food Products such as beepure honey (2 sizes and 6 varieties), extra virgin avocado oil, honey vinegar, honey comb and energy bars (5 varieties),"
"Beecher's Handmade Cheese","N1052","http://www.beecherscheese.com","Seattle,  WA, United States",,"specialty/gourmet products, full line refrigerated/frozen, refrigerated/frozen dairy, refrigerated/frozen entrees","Beecher's Handmade Cheese"
"Beech-Nut Nutrition",5669,"http://beechnut.com","Amsterdam,  NY, United States","We're not the biggest company, and we like it that way. Our 200 employees in Upstate New York all work in the same building, and we all show up each morning to do the same job: provide parents and their babies with the purest, most nutritious baby food made from the best ingredients nature has to offer. Visit www.beechnut.com to meet us and learn more.","baby food","Beech-Nut"
"Beech-Nut Nutrition",5670,"http://beechnut.com","Amsterdam,  NY, United States","We're not the biggest company, and we like it that way. Our 200 employees in Upstate New York all work in the same building, and we all show up each morning to do the same job: provide parents and their babies with the purest, most nutritious baby food made from the best ingredients nature has to offer. Visit www.beechnut.com to meet us and learn more.","baby food","Beech-Nut"
"Beehive Botanicals",4421,"http://www.beehivebotanicals.net","Hayward,  WI, United States","Selling Bulk Propolis, Pollen and Royal Jelly. Personalized, Comprehensive Contract Manufacturing. Bulk capsules, tablets, liquid extracts, grinding, powdered filling and bottling capabilities. We are cGMP, NSF, Organic and Kosher Certified. Products are fully tested before sent to market. Complete compliance with 21CFR111. Competitive pricing.","capsules, private labeling/contract manufacturing, acidophilus/bifidus/lactobacilus, bee products, food supplements",
